record_id,student_id,student_name,student_major,course_id,course_name,course_credits,behavior_type,duration,timestamp,date,hour,weekday,week_number,ip_address,device_type,browser,os,chapter_id,score,is_weekend,is_exam_week
REC_20250923172512_01560,STU_20220132,马超,数据科学,COURSE_007,分布式系统,2.0,video_watch,4441,2025-09-23 17:25:12,2025-09-23,17,1,4,192.168.1.175.86,Mobile,Firefox,Android,CH_003,,0,0
REC_20250923174555_01685,STU_20220199,顾强,软件工程,COURSE_005,云计算技术,3.0,material_download,165,2025-09-23 17:45:55,2025-09-23,17,1,4,10.3.201.19,Mobile,Firefox,iOS,CH_001,,0,0
REC_20250923183825_00342,STU_20200117,彭梓瑞,软件工程,COURSE_006,数据挖掘,3.0,video_watch,3608,2025-09-23 18:38:25,2025-09-23,18,1,4,192.168.2.181.208,Mobile,Safari,Windows 11,CH_002,,0,0
REC_20250923190332_06921,STU_20220096,何嘉懿,计算机科学与技术,COURSE_006,数据挖掘,3.0,homework_submit,5691,2025-09-23 19:03:32,2025-09-23,19,1,4,192.168.2.117.195,Mobile,MicroMessenger,Windows 11,CH_005,70.0,0,0
REC_20250923190408_08168,STU_20210130,徐欢,计算机科学与技术,COURSE_006,数据挖掘,3.0,quiz_complete,1637,2025-09-23 19:04:08,2025-09-23,19,1,4,10.2.161.248,PC,Chrome,Windows 10,CH_003,57.7,0,0
REC_20250923190826_08940,STU_20220132,马超,数据科学,COURSE_005,云计算技术,3.0,forum_post,349,2025-09-23 19:08:26,2025-09-23,19,1,4,10.1.164.247,Mobile,Safari,macOS,CH_003,,0,0
REC_20250923190952_09255,STU_20220122,王强,人工智能,COURSE_002,Python程序设计,4.0,video_watch,1694,2025-09-23 19:09:52,2025-09-23,19,1,4,10.3.86.164,PC,MicroMessenger,Android,CH_005,,0,0
REC_20250923191532_05146,STU_20200167,叶强,计算机科学与技术,COURSE_006,数据挖掘,3.0,homework_submit,8389,2025-09-23 19:15:32,2025-09-23,19,1,4,10.1.228.72,Mobile,Firefox,Windows 11,CH_001,70.3,0,0
REC_20250923192316_01134,STU_20220083,刘欣怡,网络工程,COURSE_007,分布式系统,2.0,forum_post,426,2025-09-23 19:23:16,2025-09-23,19,1,4,10.3.158.213,Mobile,Chrome,Windows 10,CH_002,,0,0
REC_20250923193249_01904,STU_20200085,杨诗涵,人工智能,COURSE_001,大数据技术基础,3.0,video_watch,1410,2025-09-23 19:32:49,2025-09-23,19,1,4,10.1.85.238,Tablet,MicroMessenger,iOS,CH_001,,0,0
REC_20250923193632_01070,STU_20220199,顾强,软件工程,COURSE_001,大数据技术基础,3.0,homework_submit,5588,2025-09-23 19:36:32,2025-09-23,19,1,4,192.168.1.229.12,PC,MicroMessenger,iOS,CH_004,71.0,0,0
REC_20250923193847_05296,STU_20220108,萧浩然,计算机科学与技术,COURSE_002,Python程序设计,4.0,homework_submit,4836,2025-09-23 19:38:47,2025-09-23,19,1,4,10.2.118.120,Mobile,Edge,Android,CH_001,62.6,0,0
REC_20250923193914_01812,STU_20200138,罗军,计算机科学与技术,COURSE_007,分布式系统,2.0,video_watch,4668,2025-09-23 19:39:14,2025-09-23,19,1,4,10.1.1.40,Tablet,Firefox,Windows 10,CH_003,,0,0
REC_20250923195230_00077,STU_20200113,许皓轩,数据科学,COURSE_007,分布式系统,2.0,video_watch,4041,2025-09-23 19:52:30,2025-09-23,19,1,4,192.168.2.138.17,PC,MicroMessenger,Android,CH_001,,0,0
REC_20250923203936_00372,STU_20220174,钟涛,计算机科学与技术,COURSE_001,大数据技术基础,3.0,homework_submit,8793,2025-09-23 20:39:36,2025-09-23,20,1,4,192.168.1.92.201,Mobile,Safari,Android,CH_005,85.7,0,0
REC_20250923210625_06437,STU_20200158,吕华,网络工程,COURSE_001,大数据技术基础,3.0,video_watch,6264,2025-09-23 21:06:25,2025-09-23,21,1,4,192.168.2.181.60,PC,Firefox,iOS,CH_003,,0,0
REC_20250923210812_08104,STU_20220077,江敏,软件工程,COURSE_001,大数据技术基础,3.0,material_download,72,2025-09-23 21:08:12,2025-09-23,21,1,4,10.1.216.38,PC,Firefox,Android,CH_002,,0,0
REC_20250923213020_08831,STU_20210032,邓秀英,网络工程,COURSE_007,分布式系统,2.0,video_watch,1234,2025-09-23 21:30:20,2025-09-23,21,1,4,10.3.109.49,Mobile,MicroMessenger,Ubuntu,CH_004,,0,0
REC_20250923213720_02572,STU_20220003,刘洋,人工智能,COURSE_001,大数据技术基础,3.0,homework_submit,11991,2025-09-23 21:37:20,2025-09-23,21,1,4,10.3.167.183,PC,Edge,Ubuntu,CH_002,100,0,0
REC_20250923214402_00055,STU_20210143,唐敏,计算机科学与技术,COURSE_007,分布式系统,2.0,video_watch,3223,2025-09-23 21:44:02,2025-09-23,21,1,4,192.168.2.1.253,Mobile,Edge,Android,CH_001,,0,0
REC_20250923220435_02473,STU_20210098,罗俊驰,网络工程,COURSE_005,云计算技术,3.0,quiz_complete,1786,2025-09-23 22:04:35,2025-09-23,22,1,4,10.3.224.244,Mobile,Firefox,Windows 10,CH_001,67.5,0,0
REC_20250923220933_05316,STU_20200057,任丽,数据科学,COURSE_007,分布式系统,2.0,material_download,102,2025-09-23 22:09:33,2025-09-23,22,1,4,10.3.14.54,PC,Firefox,Windows 10,CH_004,,0,0
REC_20250923223305_00982,STU_20210071,白静,计算机科学与技术,COURSE_001,大数据技术基础,3.0,quiz_complete,1330,2025-09-23 22:33:05,2025-09-23,22,1,4,192.168.2.106.161,Mobile,MicroMessenger,Android,CH_002,72.4,0,0
REC_20250923224409_09509,STU_20220062,姚丽,数据科学,COURSE_006,数据挖掘,3.0,video_watch,3067,2025-09-23 22:44:09,2025-09-23,22,1,4,10.3.166.136,Mobile,Safari,macOS,CH_005,,0,0
REC_20250923224435_04405,STU_20200160,卢明,计算机科学与技术,COURSE_005,云计算技术,3.0,video_watch,4101,2025-09-23 22:44:35,2025-09-23,22,1,4,10.3.161.220,PC,Chrome,Windows 10,CH_001,,0,0
REC_20250923225056_02239,STU_20210072,崔敏,网络工程,COURSE_005,云计算技术,3.0,material_download,64,2025-09-23 22:50:56,2025-09-23,22,1,4,10.1.46.62,PC,Firefox,Android,CH_001,,0,0
REC_20250924054711_07530,STU_20210196,秦勇,数据科学,COURSE_001,大数据技术基础,3.0,video_watch,2349,2025-09-24 05:47:11,2025-09-24,5,2,4,10.2.248.34,PC,Safari,macOS,CH_005,,0,0
REC_20250924072531_06033,STU_20200016,何勇,数据科学,COURSE_002,Python程序设计,4.0,video_watch,2782,2025-09-24 07:25:31,2025-09-24,7,2,4,10.1.40.188,PC,Safari,iOS,CH_004,,0,0
REC_20250924074125_01175,STU_20220049,余明,计算机科学与技术,COURSE_008,人工智能基础,4.0,video_watch,2927,2025-09-24 07:41:25,2025-09-24,7,2,4,192.168.2.84.134,Tablet,MicroMessenger,Windows 11,CH_002,,0,0
REC_20250924081846_05140,STU_20200197,江敏,人工智能,COURSE_001,大数据技术基础,3.0,forum_post,1483,2025-09-24 08:18:46,2025-09-24,8,2,4,192.168.1.13.111,PC,Safari,Windows 11,CH_003,,0,0
REC_20250924081933_06015,STU_20200008,周婷,人工智能,COURSE_001,大数据技术基础,3.0,quiz_complete,1638,2025-09-24 08:19:33,2025-09-24,8,2,4,10.2.219.73,Mobile,Firefox,Android,CH_005,83.7,0,0
REC_20250924082518_06673,STU_20200065,邹华,数据科学,COURSE_001,大数据技术基础,3.0,material_download,139,2025-09-24 08:25:18,2025-09-24,8,2,4,10.3.73.240,Tablet,Chrome,iOS,CH_004,,0,0
REC_20250924082838_05557,STU_20220173,夏琳,软件工程,COURSE_008,人工智能基础,4.0,material_download,161,2025-09-24 08:28:38,2025-09-24,8,2,4,192.168.1.118.157,Mobile,Safari,Windows 11,CH_004,,0,0
REC_20250924083312_02767,STU_20210014,郭明,数据科学,COURSE_005,云计算技术,3.0,video_watch,5528,2025-09-24 08:33:12,2025-09-24,8,2,4,10.2.51.9,Mobile,Chrome,Android,CH_001,,0,0
REC_20250924083947_03215,STU_20210043,贾芳,计算机科学与技术,COURSE_002,Python程序设计,4.0,homework_submit,6471,2025-09-24 08:39:47,2025-09-24,8,2,4,10.1.60.249,Mobile,Chrome,macOS,CH_003,94.1,0,0
REC_20250924084113_09304,STU_20210161,蒋欣,软件工程,COURSE_001,大数据技术基础,3.0,homework_submit,5681,2025-09-24 08:41:13,2025-09-24,8,2,4,10.2.217.30,Mobile,Chrome,Windows 10,CH_004,74.0,0,0
REC_20250924084453_02999,STU_20200165,魏静,软件工程,COURSE_004,机器学习导论,4.0,quiz_complete,2376,2025-09-24 08:44:53,2025-09-24,8,2,4,10.2.142.203,Mobile,Safari,Windows 10,CH_004,72.5,0,0
REC_20250924084512_06257,STU_20210082,王浩宇,数据科学,COURSE_007,分布式系统,2.0,quiz_complete,1665,2025-09-24 08:45:12,2025-09-24,8,2,4,192.168.2.87.23,PC,Firefox,Windows 11,CH_003,49.9,0,0
REC_20250924085511_05570,STU_20210127,黄磊,网络工程,COURSE_003,数据库原理,3.0,video_watch,3321,2025-09-24 08:55:11,2025-09-24,8,2,4,192.168.2.154.40,PC,Safari,Windows 11,CH_001,,0,0
REC_20250924090104_03328,STU_20210017,高艳,软件工程,COURSE_006,数据挖掘,3.0,material_download,56,2025-09-24 09:01:04,2025-09-24,9,2,4,10.3.24.79,Mobile,Edge,iOS,CH_004,,0,0
REC_20250924091438_07769,STU_20200153,许文静,人工智能,COURSE_006,数据挖掘,3.0,video_watch,2888,2025-09-24 09:14:38,2025-09-24,9,2,4,10.1.79.206,Mobile,Firefox,Windows 10,CH_005,,0,0
REC_20250924095201_03329,STU_20210124,陈静,人工智能,COURSE_005,云计算技术,3.0,forum_post,592,2025-09-24 09:52:01,2025-09-24,9,2,4,192.168.2.84.225,PC,Safari,Android,CH_002,,0,0
REC_20250924095351_00050,STU_20220171,杜娟,网络工程,COURSE_001,大数据技术基础,3.0,video_watch,2102,2025-09-24 09:53:51,2025-09-24,9,2,4,192.168.1.70.29,Mobile,Edge,Windows 10,CH_001,,0,0
REC_20250924095410_09498,STU_20210035,沈晓东,网络工程,COURSE_006,数据挖掘,3.0,homework_submit,3842,2025-09-24 09:54:10,2025-09-24,9,2,4,10.1.30.202,Mobile,Firefox,Ubuntu,CH_004,71.6,0,0
REC_20250924095705_06612,STU_20220188,陆明,人工智能,COURSE_002,Python程序设计,4.0,homework_submit,5774,2025-09-24 09:57:05,2025-09-24,9,2,4,10.3.143.180,PC,Chrome,Ubuntu,CH_004,77.2,0,0
REC_20250924095942_03172,STU_20210136,何勇,网络工程,COURSE_001,大数据技术基础,3.0,quiz_complete,1327,2025-09-24 09:59:42,2025-09-24,9,2,4,10.2.9.56,Mobile,Chrome,Android,CH_004,73.1,0,0
REC_20250924100913_08036,STU_20210192,崔敏,计算机科学与技术,COURSE_003,数据库原理,3.0,video_watch,1653,2025-09-24 10:09:13,2025-09-24,10,2,4,10.2.176.32,Mobile,Edge,Android,CH_001,,0,0
REC_20250924110422_04796,STU_20200149,程浩,数据科学,COURSE_007,分布式系统,2.0,quiz_complete,778,2025-09-24 11:04:22,2025-09-24,11,2,4,192.168.2.208.169,Mobile,Safari,Ubuntu,CH_002,71.6,0,0
REC_20250924111513_04338,STU_20220199,顾强,软件工程,COURSE_002,Python程序设计,4.0,material_download,39,2025-09-24 11:15:13,2025-09-24,11,2,4,10.3.72.25,Mobile,MicroMessenger,macOS,CH_001,,0,0
REC_20250924112307_09998,STU_20200047,叶强,数据科学,COURSE_001,大数据技术基础,3.0,video_watch,5484,2025-09-24 11:23:07,2025-09-24,11,2,4,10.1.46.198,PC,Edge,Ubuntu,CH_005,,0,0
REC_20250924112538_06929,STU_20220040,卢明,人工智能,COURSE_007,分布式系统,2.0,video_watch,3511,2025-09-24 11:25:38,2025-09-24,11,2,4,192.168.1.80.215,Mobile,Chrome,Ubuntu,CH_001,,0,0
REC_20250924112725_01273,STU_20220090,徐一帆,数据科学,COURSE_004,机器学习导论,4.0,homework_submit,8920,2025-09-24 11:27:25,2025-09-24,11,2,4,10.3.183.130,Tablet,Safari,Windows 10,CH_005,68.5,0,0
REC_20250924112958_06802,STU_20200104,韩子萱,软件工程,COURSE_005,云计算技术,3.0,video_watch,4142,2025-09-24 11:29:58,2025-09-24,11,2,4,192.168.1.6.44,PC,Safari,Android,CH_002,,0,0
REC_20250924120054_08081,STU_20220074,毛涛,网络工程,COURSE_007,分布式系统,2.0,homework_submit,4473,2025-09-24 12:00:54,2025-09-24,12,2,4,192.168.1.111.248,Tablet,Chrome,Android,CH_001,86.8,0,0
REC_20250924121003_01231,STU_20200042,蔡伟,计算机科学与技术,COURSE_007,分布式系统,2.0,forum_post,587,2025-09-24 12:10:03,2025-09-24,12,2,4,192.168.2.224.51,Mobile,Edge,Windows 11,CH_001,,0,0
REC_20250924122831_02970,STU_20220078,史芳,人工智能,COURSE_007,分布式系统,2.0,video_watch,3291,2025-09-24 12:28:31,2025-09-24,12,2,4,10.1.169.137,PC,Chrome,Windows 10,CH_004,,0,0
REC_20250924123042_09697,STU_20200178,姜华,数据科学,COURSE_005,云计算技术,3.0,forum_post,1481,2025-09-24 12:30:42,2025-09-24,12,2,4,10.3.168.192,Mobile,Edge,iOS,CH_002,,0,0
REC_20250924130336_08560,STU_20200016,何勇,数据科学,COURSE_001,大数据技术基础,3.0,quiz_complete,2549,2025-09-24 13:03:36,2025-09-24,13,2,4,10.2.179.232,PC,Edge,macOS,CH_005,87.2,0,0
REC_20250924135959_09885,STU_20220163,贾芳,软件工程,COURSE_001,大数据技术基础,3.0,video_watch,6156,2025-09-24 13:59:59,2025-09-24,13,2,4,192.168.1.125.22,PC,Chrome,Android,CH_005,,0,0
REC_20250924140504_03728,STU_20220134,郭明,网络工程,COURSE_008,人工智能基础,4.0,video_watch,3688,2025-09-24 14:05:04,2025-09-24,14,2,4,10.1.120.245,Mobile,Chrome,macOS,CH_004,,0,0
REC_20250924141019_09881,STU_20220146,于平,软件工程,COURSE_006,数据挖掘,3.0,video_watch,2384,2025-09-24 14:10:19,2025-09-24,14,2,4,10.1.39.106,Mobile,MicroMessenger,Windows 11,CH_004,,0,0
REC_20250924141708_07683,STU_20210143,唐敏,计算机科学与技术,COURSE_001,大数据技术基础,3.0,quiz_complete,1461,2025-09-24 14:17:08,2025-09-24,14,2,4,192.168.1.248.206,Mobile,MicroMessenger,Android,CH_002,49.4,0,0
REC_20250924145428_02323,STU_20220013,胡芳,计算机科学与技术,COURSE_007,分布式系统,2.0,homework_submit,3147,2025-09-24 14:54:28,2025-09-24,14,2,4,10.2.184.74,Tablet,Safari,Windows 10,CH_001,43.4,0,0
REC_20250924145437_08452,STU_20210082,王浩宇,数据科学,COURSE_003,数据库原理,3.0,video_watch,6194,2025-09-24 14:54:37,2025-09-24,14,2,4,10.2.202.232,PC,Firefox,Android,CH_004,,0,0
REC_20250924151614_05411,STU_20200006,赵杰,网络工程,COURSE_001,大数据技术基础,3.0,video_watch,1883,2025-09-24 15:16:14,2025-09-24,15,2,4,10.1.128.205,PC,Edge,Ubuntu,CH_001,,0,0
REC_20250924151825_07623,STU_20200060,方明,数据科学,COURSE_001,大数据技术基础,3.0,homework_submit,9577,2025-09-24 15:18:25,2025-09-24,15,2,4,192.168.2.153.67,Mobile,MicroMessenger,Windows 11,CH_005,81.5,0,0
REC_20250924153524_04891,STU_20200175,汪敏,软件工程,COURSE_004,机器学习导论,4.0,quiz_complete,3108,2025-09-24 15:35:24,2025-09-24,15,2,4,10.1.29.73,Mobile,Safari,macOS,CH_003,88.1,0,0
REC_20250924153929_08277,STU_20200057,任丽,数据科学,COURSE_001,大数据技术基础,3.0,video_watch,5328,2025-09-24 15:39:29,2025-09-24,15,2,4,10.1.244.165,PC,Chrome,Android,CH_003,,0,0
REC_20250924155031_07997,STU_20200036,曾强,软件工程,COURSE_001,大数据技术基础,3.0,material_download,15,2025-09-24 15:50:31,2025-09-24,15,2,4,192.168.1.5.57,Mobile,MicroMessenger,Windows 10,CH_005,,0,0
REC_20250924161503_02684,STU_20220040,卢明,人工智能,COURSE_003,数据库原理,3.0,forum_post,449,2025-09-24 16:15:03,2025-09-24,16,2,4,192.168.1.20.240,Mobile,Chrome,Windows 10,CH_001,,0,0
REC_20250924171447_04924,STU_20220093,胡梓萱,软件工程,COURSE_004,机器学习导论,4.0,video_watch,2006,2025-09-24 17:14:47,2025-09-24,17,2,4,192.168.1.201.168,Mobile,Chrome,iOS,CH_002,,0,0
REC_20250924171951_05134,STU_20210192,崔敏,计算机科学与技术,COURSE_003,数据库原理,3.0,homework_submit,4625,2025-09-24 17:19:51,2025-09-24,17,2,4,10.2.81.72,PC,Edge,Android,CH_004,52.8,0,0
REC_20250924172929_03021,STU_20210154,傅明,数据科学,COURSE_003,数据库原理,3.0,video_watch,3246,2025-09-24 17:29:29,2025-09-24,17,2,4,192.168.1.8.93,PC,MicroMessenger,macOS,CH_004,,0,0
REC_20250924174627_04244,STU_20210115,沈子轩,软件工程,COURSE_001,大数据技术基础,3.0,video_watch,1089,2025-09-24 17:46:27,2025-09-24,17,2,4,10.1.44.161,Mobile,Chrome,Ubuntu,CH_003,,0,0
REC_20250924175141_03138,STU_20220110,曹子涵,软件工程,COURSE_003,数据库原理,3.0,video_watch,1889,2025-09-24 17:51:41,2025-09-24,17,2,4,192.168.2.99.253,Mobile,Firefox,Windows 10,CH_002,,0,0
REC_20250924175854_09807,STU_20220090,徐一帆,数据科学,COURSE_004,机器学习导论,4.0,quiz_complete,1906,2025-09-24 17:58:54,2025-09-24,17,2,4,10.2.247.6,PC,Chrome,macOS,CH_002,54.3,0,0
REC_20250924182658_02201,STU_20210172,戴勇,数据科学,COURSE_005,云计算技术,3.0,video_watch,3448,2025-09-24 18:26:58,2025-09-24,18,2,4,10.3.207.2,Tablet,Firefox,iOS,CH_003,,0,0
REC_20250924182854_00179,STU_20210089,吴雨桐,网络工程,COURSE_006,数据挖掘,3.0,video_watch,5065,2025-09-24 18:28:54,2025-09-24,18,2,4,10.1.106.188,Mobile,Chrome,Android,CH_003,,0,0
REC_20250924182938_03066,STU_20210058,姜华,计算机科学与技术,COURSE_007,分布式系统,2.0,homework_submit,2538,2025-09-24 18:29:38,2025-09-24,18,2,4,192.168.1.180.59,Mobile,Firefox,Windows 10,CH_001,57.4,0,0
REC_20250924190909_02191,STU_20200059,范娟,计算机科学与技术,COURSE_007,分布式系统,2.0,video_watch,1429,2025-09-24 19:09:09,2025-09-24,19,2,4,10.3.178.26,Mobile,Edge,iOS,CH_003,,0,0
REC_20250924191002_09677,STU_20200129,吴刚,计算机科学与技术,COURSE_008,人工智能基础,4.0,quiz_complete,1232,2025-09-24 19:10:02,2025-09-24,19,2,4,192.168.1.102.145,Mobile,Firefox,Android,CH_006,89.8,0,0
REC_20250924191511_00706,STU_20220106,于皓轩,数据科学,COURSE_005,云计算技术,3.0,quiz_complete,2383,2025-09-24 19:15:11,2025-09-24,19,2,4,10.3.109.39,Mobile,Edge,Android,CH_003,87.4,0,0
REC_20250924192729_03480,STU_20220163,贾芳,软件工程,COURSE_006,数据挖掘,3.0,video_watch,3092,2025-09-24 19:27:29,2025-09-24,19,2,4,192.168.1.28.245,PC,Chrome,Windows 11,CH_004,,0,0
REC_20250924195712_09703,STU_20210137,高艳,数据科学,COURSE_006,数据挖掘,3.0,video_watch,5125,2025-09-24 19:57:12,2025-09-24,19,2,4,10.2.6.175,Mobile,Edge,macOS,CH_002,,0,0
REC_20250924200954_00046,STU_20210033,许文静,网络工程,COURSE_004,机器学习导论,4.0,video_watch,2641,2025-09-24 20:09:54,2025-09-24,20,2,4,10.3.45.38,Mobile,MicroMessenger,iOS,CH_001,,0,0
REC_20250924201456_01459,STU_20220046,薛敏,人工智能,COURSE_004,机器学习导论,4.0,quiz_complete,2092,2025-09-24 20:14:56,2025-09-24,20,2,4,10.2.100.254,PC,MicroMessenger,Ubuntu,CH_005,39.4,0,0
REC_20250924201629_04160,STU_20220176,田强,计算机科学与技术,COURSE_005,云计算技术,3.0,video_watch,2207,2025-09-24 20:16:29,2025-09-24,20,2,4,10.2.86.165,Tablet,Safari,macOS,CH_003,,0,0
REC_20250924202406_09231,STU_20210196,秦勇,数据科学,COURSE_006,数据挖掘,3.0,quiz_complete,1624,2025-09-24 20:24:06,2025-09-24,20,2,4,192.168.1.126.164,PC,Firefox,Android,CH_001,67.6,0,0
REC_20250924203341_02322,STU_20210192,崔敏,计算机科学与技术,COURSE_007,分布式系统,2.0,video_watch,6730,2025-09-24 20:33:41,2025-09-24,20,2,4,192.168.1.91.221,Tablet,Firefox,Windows 10,CH_004,,0,0
REC_20250924203824_09029,STU_20220171,杜娟,网络工程,COURSE_007,分布式系统,2.0,material_download,76,2025-09-24 20:38:24,2025-09-24,20,2,4,10.1.234.157,Mobile,Edge,Windows 11,CH_004,,0,0
REC_20250924210121_07851,STU_20200023,唐敏,数据科学,COURSE_001,大数据技术基础,3.0,video_watch,2515,2025-09-24 21:01:21,2025-09-24,21,2,4,10.1.48.150,Mobile,Firefox,Android,CH_004,,0,0
REC_20250924210122_08629,STU_20210022,宋涛,计算机科学与技术,COURSE_005,云计算技术,3.0,homework_submit,7185,2025-09-24 21:01:22,2025-09-24,21,2,4,192.168.2.6.86,Mobile,MicroMessenger,Ubuntu,CH_003,82.0,0,0
REC_20250924211022_04157,STU_20200158,吕华,网络工程,COURSE_003,数据库原理,3.0,homework_submit,5671,2025-09-24 21:10:22,2025-09-24,21,2,4,10.1.16.231,Tablet,Firefox,Windows 11,CH_001,68.9,0,0
REC_20250924211818_07709,STU_20220188,陆明,人工智能,COURSE_007,分布式系统,2.0,video_watch,2831,2025-09-24 21:18:18,2025-09-24,21,2,4,192.168.2.26.205,Mobile,Edge,Windows 11,CH_003,,0,0
REC_20250924211858_01046,STU_20210182,姚丽,人工智能,COURSE_003,数据库原理,3.0,video_watch,5791,2025-09-24 21:18:58,2025-09-24,21,2,4,10.2.87.82,PC,Safari,Windows 11,CH_004,,0,0
REC_20250924213900_03766,STU_20200165,魏静,软件工程,COURSE_001,大数据技术基础,3.0,video_watch,3548,2025-09-24 21:39:00,2025-09-24,21,2,4,192.168.1.129.90,Tablet,Safari,Windows 11,CH_005,,0,0
REC_20250924221209_08597,STU_20220097,高雨泽,网络工程,COURSE_002,Python程序设计,4.0,video_watch,659,2025-09-24 22:12:09,2025-09-24,22,2,4,10.1.135.136,Mobile,Edge,Android,CH_002,,0,0
REC_20250924221423_01348,STU_20200061,石涛,人工智能,COURSE_005,云计算技术,3.0,quiz_complete,2378,2025-09-24 22:14:23,2025-09-24,22,2,4,10.2.118.182,Mobile,Chrome,Windows 11,CH_001,70.7,0,0
REC_20250924222142_09834,STU_20220150,曹颖,数据科学,COURSE_004,机器学习导论,4.0,quiz_complete,1945,2025-09-24 22:21:42,2025-09-24,22,2,4,10.3.55.40,Mobile,Chrome,Windows 10,CH_003,68.0,0,0
REC_20250924222213_06695,STU_20200073,康华,网络工程,COURSE_004,机器学习导论,4.0,video_watch,575,2025-09-24 22:22:13,2025-09-24,22,2,4,192.168.2.32.40,PC,Firefox,Android,CH_002,,0,0
REC_20250924222239_08703,STU_20200104,韩子萱,软件工程,COURSE_004,机器学习导论,4.0,video_watch,4714,2025-09-24 22:22:39,2025-09-24,22,2,4,10.1.152.250,PC,Chrome,Windows 11,CH_001,,0,0
REC_20250924222521_06335,STU_20220091,孙语萱,人工智能,COURSE_003,数据库原理,3.0,forum_post,741,2025-09-24 22:25:21,2025-09-24,22,2,4,10.3.196.43,PC,Chrome,Android,CH_001,,0,0
REC_20250924222803_02259,STU_20200195,邱丽,数据科学,COURSE_005,云计算技术,3.0,quiz_complete,3264,2025-09-24 22:28:03,2025-09-24,22,2,4,10.2.78.230,Mobile,Edge,iOS,CH_004,86.2,0,0
REC_20250924223527_05742,STU_20210136,何勇,网络工程,COURSE_007,分布式系统,2.0,quiz_complete,1441,2025-09-24 22:35:27,2025-09-24,22,2,4,10.1.47.30,Mobile,Chrome,Windows 10,CH_002,95.8,0,0
REC_20250924223942_00468,STU_20210095,林欣悦,网络工程,COURSE_007,分布式系统,2.0,homework_submit,11350,2025-09-24 22:39:42,2025-09-24,22,2,4,192.168.2.1.32,Mobile,Chrome,Windows 11,CH_002,83.8,0,0
REC_20250924224339_06258,STU_20200059,范娟,计算机科学与技术,COURSE_004,机器学习导论,4.0,material_download,139,2025-09-24 22:43:39,2025-09-24,22,2,4,10.1.56.35,PC,Chrome,iOS,CH_005,,0,0
REC_20250924225642_04026,STU_20220088,周子墨,软件工程,COURSE_002,Python程序设计,4.0,quiz_complete,1054,2025-09-24 22:56:42,2025-09-24,22,2,4,192.168.2.104.251,PC,Safari,Android,CH_003,71.2,0,0
REC_20250924225751_05882,STU_20200036,曾强,软件工程,COURSE_006,数据挖掘,3.0,quiz_complete,1302,2025-09-24 22:57:51,2025-09-24,22,2,4,10.1.48.226,Mobile,Edge,Android,CH_002,51.8,0,0
REC_20250924231110_02643,STU_20200160,卢明,计算机科学与技术,COURSE_003,数据库原理,3.0,forum_post,809,2025-09-24 23:11:10,2025-09-24,23,2,4,10.1.222.182,PC,Chrome,Windows 11,CH_002,,0,0
REC_20250924231136_09285,STU_20220063,谭勇,软件工程,COURSE_001,大数据技术基础,3.0,forum_post,1146,2025-09-24 23:11:36,2025-09-24,23,2,4,192.168.1.130.54,Tablet,Firefox,macOS,CH_003,,0,0
REC_20250924231300_00001,STU_20220107,董雨菲,网络工程,COURSE_008,人工智能基础,4.0,quiz_complete,1868,2025-09-24 23:13:00,2025-09-24,23,2,4,10.2.107.65,Mobile,Safari,iOS,CH_003,63.9,0,0
REC_20250924234103_04111,STU_20200054,钟涛,计算机科学与技术,COURSE_004,机器学习导论,4.0,video_watch,2279,2025-09-24 23:41:03,2025-09-24,23,2,4,10.1.34.195,Mobile,Edge,Windows 10,CH_003,,0,0
REC_20250925031441_00733,STU_20200178,姜华,数据科学,COURSE_007,分布式系统,2.0,video_watch,3446,2025-09-25 03:14:41,2025-09-25,3,3,4,192.168.1.123.135,PC,Firefox,iOS,CH_003,,0,0
REC_20250925032533_00876,STU_20210027,董鹏,网络工程,COURSE_001,大数据技术基础,3.0,homework_submit,7223,2025-09-25 03:25:33,2025-09-25,3,3,4,10.3.97.22,Mobile,MicroMessenger,macOS,CH_004,83.1,0,0
REC_20250925033122_09360,STU_20210183,谭勇,人工智能,COURSE_008,人工智能基础,4.0,material_download,53,2025-09-25 03:31:22,2025-09-25,3,3,4,10.2.113.242,PC,Edge,Android,CH_005,,0,0
REC_20250925080134_06768,STU_20210133,胡芳,计算机科学与技术,COURSE_001,大数据技术基础,3.0,video_watch,3007,2025-09-25 08:01:34,2025-09-25,8,3,4,192.168.2.184.7,Mobile,Safari,iOS,CH_002,,0,0
REC_20250925081900_02276,STU_20200140,梁涛,数据科学,COURSE_002,Python程序设计,4.0,quiz_complete,2508,2025-09-25 08:19:00,2025-09-25,8,3,4,10.2.4.239,Tablet,MicroMessenger,Windows 10,CH_004,78.9,0,0
REC_20250925082330_06965,STU_20200114,傅思睿,软件工程,COURSE_003,数据库原理,3.0,homework_submit,12282,2025-09-25 08:23:30,2025-09-25,8,3,4,10.1.130.112,PC,MicroMessenger,macOS,CH_004,81.5,0,0
REC_20250925083011_03002,STU_20220173,夏琳,软件工程,COURSE_005,云计算技术,3.0,video_watch,3568,2025-09-25 08:30:11,2025-09-25,8,3,4,10.2.220.156,PC,Chrome,Windows 10,CH_001,,0,0
REC_20250925090912_01307,STU_20220119,苏欣怡,人工智能,COURSE_006,数据挖掘,3.0,homework_submit,2789,2025-09-25 09:09:12,2025-09-25,9,3,4,10.1.171.238,PC,Firefox,iOS,CH_002,62.1,0,0
